title,year_range,genre,rating,one-line,votes,runtime,gross,start_year,end_year,director,actors,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film-noir,genre_game-show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality-tv,genre_romance,genre_sci-fi,genre_short,genre_sport,genre_talk-show,genre_thriller,genre_war,genre_western
"Out of Many, One",2018,"documentary,short",5.7,"
The United States has long offered a promise of opportunity and safety to arriving immigrants - The American Dream. However, currently facing a time of deep political, social, and cultural divide, immigration has become a divisive issue.",228,34.0,,2018,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Line Friends,,"animation,comedy,family",,"
The lives of Brown, Cony, Sally, Moon and James.",,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free To Be You And Me, ,family,,"
Plot kept under wraps.",,,, ,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiramisu, 2008,"drama,mystery,romance",6.6,"
Bookkeeper Jacob newest client is the talented and flamboyant actress Anne. They first meet each other on her houseboat, the morning after the premiere of Anne's new theatrical play. Jacob ...                See full summary »
",250,90.0,, 2008,,Paula van der Oest,"Manon Alving, 
Cheryl Ashruf, 
Ali Ben Horsting, 
Anneke Blok",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Kära släkten,1933,comedy,5.4,"
The story about a Stockholm wholesaler and his three daughters.",36,94.0,,1933,,Gustaf Molander,"Gösta Ekman, 
Tutta Rolf, 
Carl Barcklind, 
Thor Modéen",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Possession: Director's Cut,2008,"drama,horror,thriller",5.0,"
A descent into the nether world of the psyche. We see a step by step metamorphosis of a tortured soul. The war between good and evil in his mind propels him into an Inferno of his own making.",61,97.0,,2008,,Antony De Gennaro,"Alan Sutherland, 
Ben Andrews, 
Larry Laverty, 
Marcel Davis",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue, 2009,drama,7.5,"
Gary ""Blue"" Meekins struggles against unusually high obstacles to turn his hopeless life into that of the American dream. As an adolescent growing up in the crime riddled streets of Harlem ...                See full summary »
",83,98.0,, 2009,,Ryan Miningham,"Don Wallace, 
Keith David, 
Daya Vaidya, 
Henry G. Sanders",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History's Greatest Hoaxes,2016– ,documentary,6.2,"
History's Greatest Hoaxes looks at some of the most spectacular hoaxes that show that you can fool some of the people some of the time, but not all of the people all of the time. It looks ...                See full summary »
",36,,,2016,,,"Tom Ward, 
Guy Walters, 
Linda Papadopoulos, 
Alex Boese",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime Stories: India Detectives,,"documentary,crime,mystery",,"
Follows major criminal investigations from the time the crime is reported until the suspect gets captured.",,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tracy Morgan: Staying Alive,2017  ,comedy,6.2,"
In his first special since the near fatal car accident, Tracy Morgan jokes about life in a coma, his second marriage and the dark side of the family.","1,163",60.0,,2017  ,,Ryan Polito,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled Madhuri Dixit/Netflix Project,,,,"
A look at the lives of people who work in the entertainment industry.",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W. Kamau Bell: Private School Negro,2018  ,comedy,6.4,"
Activist and comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",731,65.0,,2018  ,,Shannon Hartman,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled Kanye West Documentary,,documentary,,"
Add a Plot
",,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Sosa: Maleducado,2019  ,comedy,6.0,"
In his second comedy special, Daniel Sosa reflects on his childhood, Mexican traditions and the problem with the movie Coco.",66,54.0,,2019  ,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spaghetti West,2005 ,documentary,7.2,"
A visual history of Italian western cinema in the 60s and 70s.",243,65.0,,2005 ,,David Gregory,"Ferdinando Baldi, 
Manolo Bolognini, 
Enzo G. Castellari, 
Sergio Corbucci",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Musketeers,,action,,"
A modern adaptation of Dumas' Three Musketeers.",,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diário de um Exorcista - Zero,2016,"horror,thriller",3.8,"
When a mysterious tragedy traumatizes his family, the young Lucas Vidal wakes up to a challenging mission of fighting against the biggest enemy of God and of mankind: The Devil himself. The...                See full summary »
",607,98.0,,2016,,Renato Siqueira,"Renato Siqueira, 
Fábio Tomasini, 
Diego Andrade, 
Adriano Arbol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Circus, 2018,documentary,7.7,"
The rise and fall of the circus experience. The story of the circus as an American experiment and entertainment. The story of those who brought it to life.",142,,, 2018,,Sharon Grimberg,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfinity Champions League Cheerleading Event,2014,"documentary,sport",5.6,"
The Nfinity Champions League is a group of 30 teams that represent the best of the best in competitive cheerleading. These teams were chosen based on their established records of excellence...                See full summary »
",64,120.0,,2014,,Mark Robert Ellis,"Tate Chalk, 
Tyler Burdick, 
Ron Perlman, 
Robert Scianna",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dave Attell: Road Work,2014  ,comedy,7.6,"
Veteran New York City comic Dave Attell is back with his Comedy Central stand-up special ""Road Work."" This unique special cuts together multiple performances from Attell's past tour. From ...                See full summary »
",452,60.0,,2014  ,,Scott Gawlik,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oni,,"animation,action,adventure",,"
The oddball gods and monsters of Japanese mythology.",,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delivery, 2014,"documentary,comedy",6.1,"
This comedy follows a soon-to-be father as he documents the fear and hilarity of attempting a stand-up comedy career before having his first child, but quickly discovers that his story is a heartwarming one of love, loss, hope, and regret.",41,92.0,, 2014,,Mark Myers,"Orny Adams, 
Amir Blumenfeld, 
Trevor Boris, 
Bryan Callen",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aram, Aram",2015,drama,6.6,"
An emotionally powerful coming-of-age drama set in Little Armenia. When 12 year-old Armenian boy, Aram, is suddenly uprooted from his home and sent to live with his Grandfather in America, ...                See full summary »
",180,79.0,,2015,,Christopher Chambers,"John Roohinian, 
Levon Sharafyan, 
Sevak Hakoyan, 
David Villada",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocanrol Cowboys,2021,"documentary,biography,music",7.2,"
The rise and fall of the Argentinian clearly-Stones-inspired Ratones Paranoicos band, Since their way out of the underground till the emptiness after a full stadium.",109,,,2021,,Plastico,"Pablo 'Sarcófago' Cano, 
Juanse Gutierrez, 
Pablo Memi, 
Ruben 'Roy' Quiroga",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Virunga: Gorillas in Peril,2015  ,documentary,6.2,"
A behind the scenes look at the Academy Award nominated original documentary, Virunga, from Executive Producer Leonardo DiCaprio. Hosted by Soledad O'Brien, go inside the incredible, true ...                See full summary »
",28,28.0,,2015  ,,Lisa Kors,"Soledad O'Brien, 
Jonathan Baillie, 
André Bauma, 
Mélanie Gouby",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intimacy,,drama,,"
A compromising sexual video featuring a promising politician, it depicts the lives of four women forced to walk the line between public and private life.",,,,,,,"Itziar Ituño, 
Verónica Echegui, 
Emma Suárez, 
Ana Wagener",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsenio Hall: Smart and Classy,2019  ,comedy,6.0,"
Arsenio Hall performs his first stand-up comedy special, filmed live in San Jose, California in April 2019.",412,63.0,,2019  ,,Brian Volk-Weiss,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigflo & Oli: Hip Hop Frenzy,2020,"documentary,music",6.8,"
In this intimate documentary, follow the French rap group Bigflo and Oli in their meteoric rise to fame. Join the two brothers through a decisively positive vibe from over 500 hours of filming.",102,100.0,,2020,,,"Florian Ordonez, 
Olivio Ordonez, 
Fabian Ordonez, 
Will Smith",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The World's Oddest Animal Couples,2016,documentary,8.2,"
Hosted by Dr. Carin Bondar, this series explores the unique and extraordinary friendships that form in unlikely places. Bondar travels the globe in search of people and animals with astonishing connections.",23,,,2016,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Naggers,2018– ,talk-show,,"
From the quirky to the scandalous, any relationship is fair game for a panel of love experts who comb over text messages and revel in reenactments.",,,,2018,,,"Jang Hoon Seo, 
Kim Sook, 
Hye-jin Han, 
Joo Woo Jae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Make My Day,,"animation,adventure,drama",,"
On a cold planet of ice and snow, mysterious creatures suddenly have appeared from the dark underground and have begun to attack the inhabitants. Can humanity survive the terror lurking beyond the horizon?",,,,,,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Året der gik,2020  ,"history,music,talk-show",,"
Add a Plot
",,134.0,,2020  ,,,"Stéphanie Surrugue, 
Kåre Hjøllund Quist, 
Søren Brostrøm, 
Mette Frederiksen",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
U-Prince: The Lovely Geologist,2016,romance,8.0,"
T-Rex is majoring in Geology at the Faculty of Science. He is known for being a huge fan of dinosaurs. One day he falls in love with a girl and decides to persistently pursue her, ...                See full summary »
",23,,,2016,,,"Kacha Nontanan Anchuleepradit, 
Korawit Boonsri, 
Cherreen Nachjaree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Untitled LA Lakers/Netflix Project,,"comedy,sport",,"
Fictional governor Eliza Reed, as she navigates the NBA ownership and family drama with her best friend by her side.",,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Martin Matte: La vie, la mort... eh la la..!",2019  ,comedy,6.4,"
Add a Plot
",90,61.0,,2019  ,,Jean-François Blais,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamped from the Beginning,,documentary,,"
Following the roots and evolution of racist concepts in the United States in order to understand today's society.",,,,,,Roger Ross Williams,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled Thai Cave Rescue Series,,drama,,"
TV series that chronicles the rescue of the 12 boys and their soccer coach, who were trapped for two weeks in flooded caves in Thailand during the summer of 2018.",,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hikaru Utada: Laughter in the Dark Tour 2018,2019,music,8.3,"
If there was anyone you could call a true queen of J-pop, it's most definitely Utada Hikaru. She's one of the best selling artists in Japan of all time, with her debut album hitting almost ...                See full summary »
",72,141.0,,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Itlauli Barrah,2018,"comedy,fantasy",4.4,"
A guy finds a book filled with characters inside each person. Once he reads it, these characters comes out to control his life.",103,89.0,,2018,,Wael Ihsan,"Kareem Mahmoud Abdel Aziz, 
Ashraf Abdulbaqi, 
Rim Abdulqader, 
Magdy El Behiry",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavell Crawford: Can a Brother Get Some Love,2011  ,"documentary,comedy",7.0,"
Lavell Crawford is quickly climbing the comedic ranks, taking second place in NBC's Last Comic Standing, he one of the fastest rising stars in Comedy. In ""Can a Brother Get Some Love"" ...                See full summary »
",213,81.0,,2011  ,,Michael Drumm,"Lavell Crawford, 
Kareem Taylor",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De held,2016,"crime,history,thriller",5.0,"
Sara Silverstein suddenly finds herself involved in various violent attacks. She realizes she needs to unravel her father's past to stop this threat.",409,96.0,,2016,,Menno Meyjes,"Monic Hendrickx, 
Fedja van Huêt, 
Daan Schuurmans, 
Susan Visser",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maria Bamford: The Special Special Special!,2012  ,comedy,6.9,"
Spend an intimate evening with Maria Bamford in her cozy 'shot-at-home' comedy special. Gleeful, thrilling, and oh so awkward Maria gets snug with her two person audience consisting of only her parents.",526,49.0,,2012  ,,Jordan Brady,"Maria Bamford, 
Joel Bamford, 
Marilyn Bamford, 
Wayne Federman",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los días de Ayotzinapa (The 43s),2019,"documentary,crime,drama",7.9,"
43 students disapeared in Ayotzinapa, Mexico. This documentary explains how and why this happened.",43,,,2019,,Matías Gueilburt,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chevolution,2008,documentary,6.5,"
A documentary on the iconography of Che Guevara.",554,86.0,,2008,,,"Gerry Adams, 
Antonio Banderas, 
Gael García Bernal, 
Ernesto 'Che' Guevara",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amend: The Fight for America, 2021,documentary,6.2,"
Add a Plot
",16,,, 2021,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happiness Ever After,2021,"drama,romance",,"
Five years later from where we left our characters, again tackling sisterhood and friendship, this time with the inclusion of a new romantic arc.",,,,2021,,Thabang Moleya,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sofía Niño de Rivera: Selección natural,2018  ,comedy,6.9,"
Stand-up about couple's relationships from the perspective of an open mind really funny girl.",213,,,2018  ,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharp,,action,,"
A group of six knife-wielding assassins who, after a globally-synchronized hit goes wrong, are forced to work together to save themselves and discover who betrayed them.",,,,,,José Padilha,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super-Fan Builds,2018,family,,"
Add a Plot
",,,,2018,,,"Leah Kilpatrick, 
Michele Morrow, 
Sandeep Parikh, 
Ilya Alekseyev",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart Lee: 41st Best Stand-Up Ever!,2008 ,comedy,8.4,"
An extended version of sardonic Stewart Lee's acclaimed 2007 Edinburgh show, prompted by his ranking in a Channel 4 run-down.",574,80.0,,2008 ,,Michael Cumming,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Take It Black, ,comedy,,"
Young African American Male, by the name of Adam, with his ambitious and drive, to become the manager of this face paced, high scale coffee shop in Beverly Hills. Adam will soon learn the ...                See full summary »
",,,, ,,,"Sam Humphrey, 
Shaun Fury, 
Jt Asher, 
Martavius Cerrone Gayles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kacche Dhaagey,2016,drama,5.8,"
Add a Plot
",5,120.0,,2016,,Buta Singh,"Deep Mandian, 
Nitu Pandher, 
Yograj Singh",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erynie,,"drama,history,war",,"
Add a Plot
",,,,,,,"Marcin Dorocinski, 
Erika Kaar, 
Wojciech Mecwaldowski, 
Pawel Delag",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The 50th Law,,biography,,"
Follows 50 Cent's rise as both a young urban hustler and as an up-and-coming musician with lessons and anecdotes from historical figures.",,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dance & Sing With True,2018– ,"animation,family,musical",,"
Add a Plot
",,,,2018,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Janet,,"biography,drama",,"
A young black woman at the Washington Post and her ambitious and complicated quest to make the front page - no matter what.",,,,,,Janet Mock,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Man White Skin,2015,documentary,6.3,"
Shows the health risks and social problems African albino's face. Advocacy groups in Spain are trying to help them.",49,78.0,,2015,,Jose Manuel Colón Armario,"Óscar Jaenada, 
Ochoa Juan, 
Zoe Saldana",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zona Rosa,2019– ,comedy,6.0,"
Short stand-up comedy show by LGBTQI+ Mexican comedians.",40,,,2019,,,"Ray Contreras, 
Pablo Morán, 
Manu Nna, 
Ana Julia Yeye",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Problem Child: Leslie Jones,2010 ,comedy,5.7,"
Comedienne Leslie Jones (aka Big Les) showcases her raunchy and hysterically funny stand-up in her first-ever comedy DVD. Taped in front of a live audience in Hollywood, CA, Leslie is funny, shocking and irreverent in her hilarious debut.",219,60.0,,2010 ,,Gary Binkow,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled Jane Lynch/Cyndi Lauper/Netflix Project,,comedy,,"
NA.",,,,,,,"Jane Lynch, 
Cyndi Lauper",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulwe,,"animation,adventure,comedy",,"
Sulwe has the darkest skin in her family and in her school. She wishes for her skin to be lighter, but through a supernatural experience, she comes to love her dark skin color.",,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adel Karam: Live from Beirut,2018  ,comedy,5.4,"
From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a memorable trip to Africa.",130,59.0,,2018  ,,Mohamed Khalifa,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embarazada por obra y gracia,2019,comedy,4.9,"
With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.",22,89.0,,2019,,Fernando Ayllón,"Joavany Alvarez, 
Carlos Barbosa, 
Adriana Botina, 
Christian López",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El-Harami wa el-Abit,2013,"comedy,drama",5.1,"
A drama that discuss some of the issues and problems that affect human society.",262,90.0,,2013,,Mohammed Moustafa,"Khaled Saleh, 
Khaled El-Sawi, 
Rubi, 
Aida Abdel Aziz",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sklar Brothers: Whatarewetalkinbout?!,2014  ,comedy,5.9,"
Jason and Randy Sklar perform in front of an audience in Madison, Wisconsin.",65,69.0,,2014  ,,Jay Chapman,"Randy Sklar, 
Jason Sklar, 
Bonnie Bernstein, 
Omar J. Dorsey",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Don Don,2010,documentary,7.2,"
In Sierra Leone WAR DON DON puts international justice on trial for the world to see -- finding that in some cases the past is not just painful, it is also opaque.",150,83.0,,2010,,Rebecca Richman Cohen,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RebellComedy: Raus Aus'm Zoo,2021  ,comedy,4.7,"
With their different approaches, these versatile comedians complement each other perfectly and bring outside perspectives to the stage.",32,74.0,,2021  ,,Ladislaus Kiraly,"Khalid Bounouar, 
Alain Frei, 
Babak Ghassim, 
Benaissa Lamroubal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Glass: Stand-Up Special,2012,comedy,6.3,"
In his comedy special, stand up veteran Todd Glass makes audiences howl with his caustic and hilarious look at society's unspoken rules on everything from dinner parties to late night TV.",154,46.0,,2012,,Jay Chapman,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La coppia dei campioni,2016,comedy,3.6,"
Two men must struggle to travel to Prague for Champions League Football Final match.",267,88.0,,2016,,Giulio Base,"Massimo Boldi, 
Massimiliano Tortora, 
Anna Maria Barbera, 
Massimo Ceccherini",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Life in Men,,drama,,"
The friendship between Mary and Nix had endured since childhood, a seemingly unbreakable bond, until the mid-1980s, when the two young women embarked on a summer vacation in Greece. It was ...                See full summary »
",,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the Raid,2019,"documentary,short",4.3,"
A large immigration raid in a small Tennessee town leaves emotional fallout as well as far-reaching questions about justice, faith and humanity.",105,24.0,,2019,,Rodrigo Reyes,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beautiful Sunday,2007,thriller,5.7,"
A rapist and a corrupt cop share a surprising connection.",110,117.0,,2007,,Kwang-kyo Jin,"Lee Gi-yeong, 
Oh Jeong-Se, 
Min Ji-Hye, 
Dong-hwa Kim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"River, El Más Grande Siempre",2019,"documentary,sport",7.3,"
Add a Plot
",117,100.0,,2019,,,"Pablo Aimar, 
Beto Alonso, 
Antonio Alzamendi, 
Leonardo Astrada",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Park Na-rae: Glamour Warning,2019  ,comedy,4.9,"
Stand-up comedy special featuring one of Korea's most beloved comedians, Park Narae.",59,62.0,,2019  ,,Kim Joo-Hyung,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go! Go! Cory Carson: Summer Camp,2020  ,"animation,short,family",5.3,"
Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",32,20.0,,2020  ,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
True: Wuzzle Wegg Day,2020  ,animation,7.1,"
Add a Plot
",10,23.0,,2020  ,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem Abu Ukhtuh,2014,"comedy,drama",3.6,"
A poor guy called Salem works as street vendor and takes care of his sister after the death of their parents. Close people call him Salem Abu Ukhtuh (Salem, his sister's father). After the ...                See full summary »
",91,99.0,,2014,,Mohamed Hamdy,"Hasan Abdulfattah, 
Ayten Amer, 
Mohamed El-Shaqanqery, 
Houria Farghally",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being Mrs Elliot,2014,"comedy,romance",6.5,"
It is a love story that shows love can happen in unexpected places.",16,113.0,,2014,,Omoni Oboli,"Perpetua Adefemi, 
Lawal Adekunle, 
Tomi Adeoye, 
Seun Akindele",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
